DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,SMA_14,RSI_14,BOLLINGER_UPPER,BOLLINGER_MIDDLE,BOLLINGER_LOWER,MACD,MACD_SIGNAL,MACD_HIST,ATR,STDDEV,PIVOT,R1,S1,R2,S2,R3,S3,ENGULFING,DOJI,HAMMER,MORNINGSTAR,OBV
2022-03-22,41074.10546875,43124.70703125,40948.28125,42358.80859375,32004652376,40481.88002232143,56.56679192362068,43152.37652224893,40147.7796875,37143.182852751066,367.5572593397592,66.61923596438889,300.9380233753703,1775.261628439516,1398.0330334032649,42143.932291666664,43339.58333333333,41163.15755208333,44320.358072916664,39967.506510416664,45516.00911458333,38986.73177083333,1,0,0,0,-461094445206.0
2022-03-23,42364.37890625,42893.5078125,41877.5078125,42892.95703125,25242943069,40546.88225446428,58.20232536995199,43247.36367272386,40169.8380859375,37092.31249915114,496.2673355874431,152.54885588899973,343.7184796984434,1721.0286549795503,1484.778698874321,42554.657552083336,43231.80729166667,42215.80729166667,43570.657552083336,41538.657552083336,44247.80729166667,41199.80729166667,0,0,0,0,-435851502137.0
2022-03-24,42886.65234375,44131.85546875,42726.1640625,43960.93359375,31042992291,40869.98744419643,61.33716721562056,43860.62751361832,40411.0044921875,36961.381470756685,676.6478067434655,257.3686460598929,419.27916068357257,1698.5045657845826,1686.6560827932287,43606.317708333336,44486.47135416667,43080.77994791667,45012.009114583336,42200.626302083336,45892.16276041667,41675.08854166667,0,0,0,0,-404808509846.0
2022-03-25,43964.546875,44999.4921875,43706.28515625,44348.73046875,30574413034,41266.68443080357,62.43878370497673,44473.12084122995,40658.41171875,36843.70259627005,841.1958148372869,374.1340798153717,467.0617350219152,1669.5547418892552,1801.1926615210969,44351.502604166664,44996.72005208333,43703.51302083333,45644.709635416664,43058.295572916664,46289.92708333333,42410.30598958333,0,0,0,0,-374234096812.0
2022-03-26,44349.859375,44735.99609375,44166.2734375,44500.828125,16950455995,41666.45703125,62.88545068488145,44979.039577584386,40962.45390625,36945.86823491561,972.6620636733278,493.8396765869629,478.82238708636487,1590.995307200737,1852.7997983038056,44467.69921875,44769.125,44199.40234375,45037.421875,43897.9765625,45338.84765625,43629.6796875,0,0,0,0,-357283640817.0
2022-03-27,44505.35546875,46827.546875,44437.29296875,46820.4921875,28160889722,42307.23046875,68.94993609181961,45933.22298516725,41400.3765625,36867.53013983275,1249.6226446568544,644.9962702009412,604.6263744559132,1648.085207132827,1969.5547130362872,46028.444010416664,47619.59505208333,45229.34114583333,48418.697916666664,43638.190104166664,50009.84895833333,42839.08723958333,0,0,0,0,-329122751095.0
2022-03-28,46821.8515625,48086.8359375,46690.203125,47128.00390625,36362175703,42840.17689732143,69.65774954479083,46818.449831457925,41819.91328125,36821.37673104208,1476.904688294584,811.3779538196698,665.5267344749143,1630.1243218019106,2181.0766388811967,47301.680989583336,47913.15885416667,46516.52604166667,48698.313802083336,45905.048177083336,49309.79166666667,45119.89322916667,0,0,0,0,-292760575392.0
2022-03-29,47100.4375,48022.2890625,47100.4375,47465.73046875,31397059069,43420.67299107143,70.45434561570207,47666.70924689503,42094.053515625,36521.397784354966,1665.0849931299017,982.119361681716,682.9656314481856,1579.533410423203,2252.2635594173835,47529.485677083336,47958.53385416667,47036.68229166667,48451.337239583336,46607.634114583336,48880.38541666667,46114.83072916667,0,0,0,0,-261363516323.0
2022-03-30,47456.8984375,47655.1484375,46746.2109375,47062.6640625,29333883962,43843.439732142855,68.15459071923809,48306.1777588139,42475.313671875,36644.449584936105,1761.390931825612,1137.9736757104952,623.4172561151167,1531.6337025358312,2339.0469797110395,47154.674479166664,47563.13802083333,46654.20052083333,48063.611979166664,46245.736979166664,48472.07552083333,45745.26302083333,0,0,0,0,-290697400285.0
2022-03-31,47062.1484375,47512.02734375,45390.5390625,45538.67578125,33327427106,44171.103794642855,60.15878016317187,48531.94427032886,42812.498828125,37093.053385921135,1695.199756723101,1249.4188919130163,445.7808648100847,1573.766172443986,2229.7131131558317,46147.080729166664,46903.62239583333,44782.13411458333,48268.569010416664,44025.592447916664,49025.11067708333,42660.64583333333,0,0,0,0,-324024827391.0
2022-04-01,45554.1640625,46616.2421875,44403.140625,46281.64453125,38162644287,44491.138671875,62.47039251873452,48795.60362002005,43181.38046875,37567.15731747995,1683.2902205975042,1336.193157649914,347.0970629475903,1619.4329860194157,2187.733763137349,45767.009114583336,47130.87760416667,44917.77604166667,47980.110677083336,43553.907552083336,49343.97916666667,42704.67447916667,0,0,0,0,-285862183104.0
2022-04-02,46285.5,47028.28125,45782.51171875,45868.94921875,29336594194,44753.87416294643,60.37491696429227,48743.31144200879,43582.3447265625,38421.37801111621,1621.8550295236346,1393.325532024658,228.52949749897653,1592.7427392501718,2115.3556215483613,46226.580729166664,46670.64973958333,45424.88020833333,47472.350260416664,44980.811197916664,47916.41927083333,44179.11067708333,0,0,0,0,-315198777298.0
2022-04-03,45859.12890625,47313.4765625,45634.10546875,46453.56640625,25414397610,45125.712890625,62.30391311230179,48897.36436966677,43921.6853515625,38946.00633345822,1601.8754955823024,1435.035524736187,166.83997084611542,1598.9304788573024,1914.364546522418,46467.049479166664,47299.99348958333,45620.62239583333,48146.420572916664,44787.678385416664,48979.36458333333,43941.25130208333,1,0,0,0,-289784379688.0
