,date,wallet_address,sent_amount_btc,received_amount_btc
3032,2011-03-01,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,79956.0
3031,2011-06-04,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.001
3030,2012-06-23,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.031337
3029,2012-07-16,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.999
3028,2012-10-23,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.009763
3027,2013-01-26,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.001
3026,2013-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-06
3025,2013-06-24,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1.5e-05
3024,2013-06-30,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-08
3023,2013-07-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0005
3022,2013-07-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.002
3021,2013-10-13,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-08
3020,2013-10-16,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-08
3019,2013-10-19,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-08
3018,2013-11-24,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0002
3017,2013-11-25,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3016,2013-11-25,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0008
3015,2013-11-26,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3014,2013-12-01,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3012,2013-12-02,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-06
3013,2013-12-02,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3011,2013-12-03,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3010,2013-12-04,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3009,2013-12-04,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3008,2013-12-06,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3007,2013-12-18,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3006,2013-12-20,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3005,2013-12-21,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001109
3002,2014-01-04,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
3004,2014-01-04,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3003,2014-01-04,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3001,2014-01-23,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
3000,2014-01-30,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2999,2014-02-07,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00777
2998,2014-02-28,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00085543
2997,2014-03-07,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2996,2014-03-11,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2995,2014-03-12,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2994,2014-03-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00015
2992,2014-03-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,5.5e-05
2993,2014-03-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00014
2991,2014-04-02,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2989,2014-04-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0006
2990,2014-04-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0005
2988,2014-06-17,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2987,2014-06-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2986,2014-07-29,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2985,2014-07-30,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2984,2014-08-30,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2983,2014-09-07,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2982,2014-09-08,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2981,2014-09-24,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2980,2014-09-25,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-08
2979,2014-10-04,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2978,2014-10-05,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2977,2014-10-06,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2975,2014-10-12,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,8.888e-05
2976,2014-10-12,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2974,2014-10-13,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2973,2014-10-20,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.05
2972,2014-10-24,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2971,2014-11-21,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2970,2014-12-10,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00028563
2969,2014-12-29,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00053856
2968,2015-01-20,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00010001
2967,2015-01-28,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00010003
2966,2015-03-02,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2965,2015-03-07,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2964,2015-03-10,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2963,2015-04-02,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0005
2962,2015-04-03,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0005
2961,2015-09-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.001
2960,2015-11-24,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2959,2015-11-24,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,3.103e-05
2958,2015-12-02,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2957,2016-01-05,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00074562
2956,2016-01-05,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.001
2955,2016-01-05,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2954,2016-01-07,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2953,2016-01-12,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2952,2016-01-15,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2951,2016-01-21,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2950,2016-02-12,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2949,2016-02-13,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,7.723e-05
7303,2016-03-15,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,39.10041289
7302,2016-03-16,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,39.10041289,37.14523757
7301,2016-03-16,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,37.14523757,35.28782096
7298,2016-03-16,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,35.28782096,33.52325942
7299,2016-03-16,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,35.67265883
7300,2016-03-16,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,36.08165236
7297,2016-03-17,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,36.08165236,30.81755313
7296,2016-03-18,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,35.67265883,30.67176458
7295,2016-03-19,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,33.52325942,28.77242238
7294,2016-03-23,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,30.81755313,26.30425792
7293,2016-03-24,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,30.67176458,27.69937216
7292,2016-03-25,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,28.77242238,26.01840523
7291,2016-04-19,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,267.95378221
7290,2016-04-20,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,255.0699349
7289,2016-04-21,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,250.12675229
7288,2016-04-29,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,250.80751558
7287,2016-05-18,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,558.10558005
7286,2016-05-19,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,455.23686805
2948,2016-05-21,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
7285,2016-05-24,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,435.10194757
7284,2016-06-15,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7278,2016-06-15,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7279,2016-06-15,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7283,2016-06-15,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7280,2016-06-15,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7281,2016-06-15,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7282,2016-06-15,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7277,2016-06-23,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,250.0
7276,2016-07-02,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7275,2016-07-06,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,267.95378221,266.95345374
7274,2016-07-06,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,558.10558005,557.10525159
7273,2016-07-12,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
2947,2016-07-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0003
2946,2016-07-29,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0003
2945,2016-07-29,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00035696
7272,2016-08-10,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,455.23686805,454.23653957
7271,2016-08-16,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,435.10194757,434.10161914
7270,2016-08-24,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,500.0,498.99966968
7269,2016-10-28,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7268,2016-12-08,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
2944,2016-12-28,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0105454
7267,2017-01-14,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1000.0
2943,2017-01-26,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0004
2942,2017-02-18,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.02341855
7265,2017-02-25,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7266,2017-02-25,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7263,2017-02-27,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
7264,2017-02-27,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,500.0
2941,2017-04-12,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1.001e-05
2940,2017-04-14,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2939,2017-04-15,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00866429
2938,2017-05-17,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00100287
2937,2017-06-03,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0003
2936,2017-06-19,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2935,2017-06-19,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
7262,2017-06-21,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,0.0001
2934,2017-06-21,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.001
2933,2017-06-21,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,5.43e-05
2932,2017-06-29,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2931,2017-07-03,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,7.98e-06
7261,2017-07-29,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,3557.10535159,2.08919466
7260,2017-08-05,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1000.0
7259,2017-08-07,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1000.0
7258,2017-08-11,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,3852.97969182,2.95591419
7255,2017-08-12,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7256,2017-08-12,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7257,2017-08-12,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7254,2017-08-12,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7253,2017-08-17,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7252,2017-08-17,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
2930,2017-08-24,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00122158
2929,2017-08-27,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,4.444e-05
2928,2017-08-28,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001104
2927,2017-08-30,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,9.11e-05
2926,2017-10-15,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2925,2017-10-15,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2924,2017-10-17,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2923,2017-10-20,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,5.46e-06
2922,2017-10-25,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00106341
7250,2017-11-03,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7251,2017-11-03,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7249,2017-11-10,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,3000.0
2921,2017-11-16,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.001
7248,2017-11-17,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
2920,2017-11-17,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
2919,2017-12-07,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00073
7247,2017-12-08,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7246,2017-12-08,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,2001.0
7245,2017-12-09,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,2001.0
2918,2017-12-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.007
7244,2017-12-13,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1501.0
2917,2017-12-14,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0006
2916,2017-12-17,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0001
7243,2017-12-18,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
2915,2017-12-26,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00025312
7242,2017-12-29,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,0.000117
2914,2018-01-21,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0002
7241,2018-02-02,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,2000.0
7240,2018-02-10,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1000.0
2913,2018-02-12,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,8.7e-06
2912,2018-02-20,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,8.73e-06
7239,2018-02-27,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
2911,2018-03-03,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,8.88e-06
2910,2018-03-03,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
7238,2018-03-03,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,8.88e-06
7237,2018-03-03,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7236,2018-03-03,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,8.88e-06
7235,2018-03-07,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
2909,2018-03-11,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,7e-06
2908,2018-03-11,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00012345
2907,2018-03-14,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.0002
2906,2018-03-22,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
7234,2018-03-24,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1001.0
7233,2018-03-31,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,7.77e-06
2905,2018-03-31,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,7.77e-06
2904,2018-03-31,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,9.11e-06
2903,2018-03-31,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,7.77e-06
7232,2018-03-31,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,7.77e-06
7231,2018-03-31,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,9.11e-06
2902,2018-04-01,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,5.3e-05
2901,2018-04-06,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,7.65e-06
2900,2018-04-08,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,3.33e-05
2855,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2856,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2857,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2859,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2895,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2861,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2854,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2862,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2860,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2853,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2848,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2851,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2850,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2849,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2863,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2847,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2846,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
7230,2018-04-09,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,1e-05
2899,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2852,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2896,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2864,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2866,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2894,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2897,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2892,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2891,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2890,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2889,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2888,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2887,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2886,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2885,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2884,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2883,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2882,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2865,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2881,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2879,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2878,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2877,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2876,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2875,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2874,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2898,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2872,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2871,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2870,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2869,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2868,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2867,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2880,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2873,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2858,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2893,2018-04-09,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1e-05
2845,2018-04-21,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1.129e-05
2844,2018-04-22,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.000158
