,date,whale_address,sent_amount_btc,received_amount_btc
6611,2021-05-21,15SGg7PpcJ7bMhENw4gc3Qp4LT6c5uLGza,0.0,67.04191491
6612,2021-05-21,15SGg7PpcJ7bMhENw4gc3Qp4LT6c5uLGza,0.0,99.92833864
6911,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,53.68545837
7940,2021-05-21,12GQSEPmoCiw7zrWJbsYa5SD3hkKPSzyAq,0.0,99.11645474
6925,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,109.02553007
6935,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,99.88030699
6928,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,99.72721395
6931,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,99.88030699
6919,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,99.88030699
6929,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,99.88030699
6618,2021-05-21,15SGg7PpcJ7bMhENw4gc3Qp4LT6c5uLGza,0.0,99.898418
6937,2021-05-21,152BK6BQa672Dy8PHf4JQtS27pBRBiYy6e,0.0,99.88701942
6923,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,99.65840146
6922,2021-05-21,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,0.0,99.88030699
7935,2021-05-21,12GQSEPmoCiw7zrWJbsYa5SD3hkKPSzyAq,0.0,59.36282688
7996,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,90.21346841
8009,2021-05-22,1ZK5rrghS3Uhnra64LiuZVupa6WTSuPfF,0.0,100.60913139
7994,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.19789215
7993,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,51.95777259
7989,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.51319864
7985,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.19789215
7932,2021-05-22,12GQSEPmoCiw7zrWJbsYa5SD3hkKPSzyAq,0.0,105.20351337
7979,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,30.28493796
7140,2021-05-22,1D387jd5ZuvudpUQrSv8vK5b2M1SBnvdY8,0.0,102.58436776
7977,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.51319864
7963,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.51319864
7959,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.19789215
8034,2021-05-22,1ZK5rrghS3Uhnra64LiuZVupa6WTSuPfF,0.0,28.35729067
7957,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.51319864
7955,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.19789215
8036,2021-05-22,1ZK5rrghS3Uhnra64LiuZVupa6WTSuPfF,0.0,8.42357752
7951,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,71.37692205
7950,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,5.47e-06
7978,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.19789215
7967,2021-05-22,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,99.19789215
6150,2021-05-23,1HvZQX9XkFFaNa8d5VpwMcYkyebyp6cCXM,0.0,10.78382564
2295,2021-05-23,167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg,0.0,5.47e-06
211,2021-05-23,1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtA,0.0,5.47e-06
6115,2021-05-23,1HvZQX9XkFFaNa8d5VpwMcYkyebyp6cCXM,0.0,105.88829893
5691,2021-05-23,19CkUw43czT8yQctnHXNiB5ivNtibWbzqS,0.0,105.87801714
5693,2021-05-23,19CkUw43czT8yQctnHXNiB5ivNtibWbzqS,0.0,66.46560488
6187,2021-05-23,1FvkWMMH9MDMACHqynrerzduaQ5AjjZKDA,0.0,112.05108687
5608,2021-05-23,1DFv3qVAbravZBZqHmoEphMDtTs2zXPYXk,0.0,105.86428177
1361,2021-05-23,1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWC,0.0,5.47e-06
6202,2021-05-23,1FvkWMMH9MDMACHqynrerzduaQ5AjjZKDA,0.0,12.52350842
6131,2021-05-23,1HvZQX9XkFFaNa8d5VpwMcYkyebyp6cCXM,0.0,56.08276925
1494,2021-05-23,1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccr,0.0,5.47e-06
5609,2021-05-23,1DFv3qVAbravZBZqHmoEphMDtTs2zXPYXk,0.0,31.92096209
5616,2021-05-24,1DFv3qVAbravZBZqHmoEphMDtTs2zXPYXk,0.0,113.45522719
5624,2021-05-24,1DFv3qVAbravZBZqHmoEphMDtTs2zXPYXk,0.0,113.45522719
6159,2021-05-24,1FvkWMMH9MDMACHqynrerzduaQ5AjjZKDA,0.0,111.16647684
6157,2021-05-24,1FvkWMMH9MDMACHqynrerzduaQ5AjjZKDA,0.0,36.97446117
8170,2021-05-24,1CY3uBdj9ZypiiZUymr2kVSaByFdEbYrcU,0.0,5.47e-06
8084,2021-05-24,15n6GcFRFm3287FotAWunZe58D9yXx13AB,0.0,5.47e-06
8017,2021-05-24,1ZK5rrghS3Uhnra64LiuZVupa6WTSuPfF,0.0,5.47e-06
5666,2021-05-24,19CkUw43czT8yQctnHXNiB5ivNtibWbzqS,0.0,15.58623225
5677,2021-05-24,19CkUw43czT8yQctnHXNiB5ivNtibWbzqS,0.0,113.45522719
5679,2021-05-24,19CkUw43czT8yQctnHXNiB5ivNtibWbzqS,0.0,113.45522719
5680,2021-05-24,19CkUw43czT8yQctnHXNiB5ivNtibWbzqS,0.0,27.15555279
2837,2021-05-24,18zuLTKQnLjp987LdxuYvjekYnNAvXif2b,0.0,5.47e-06
8123,2021-05-24,1G6KK2j1C7DAsPmQ6joZpAY4gN84z5Te4E,0.0,5.47e-06
5605,2021-05-24,1DFv3qVAbravZBZqHmoEphMDtTs2zXPYXk,0.0,110.73632584
8623,2021-05-24,1MGRMRJkMvEbmSRZxtA5zkAoZiDBEnrFGj,0.0,5.47e-06
4117,2021-05-24,19tiUa9nsPTgaqWNHaM9QyCfv4Wm9dVeYa,0.0,113.78540232
8569,2021-05-24,1DTibFT2vzUhM3LjCL7PXUbwgv3KfhAD3Y,0.0,5.47e-06
6299,2021-05-24,1D3mERfHYY2e96HKUZUsXX7HqHkqUFEadv,0.0,16.42121151
6129,2021-05-24,1HvZQX9XkFFaNa8d5VpwMcYkyebyp6cCXM,0.0,112.18021188
6191,2021-05-24,1FvkWMMH9MDMACHqynrerzduaQ5AjjZKDA,0.0,111.16647684
8200,2021-05-24,1Ms4LPLVYWCyYTAqBcotXAeizHgE778abE,0.0,5.47e-06
6151,2021-05-24,1HvZQX9XkFFaNa8d5VpwMcYkyebyp6cCXM,0.0,42.48358393
5377,2021-05-24,16b8LpbDa38xrAQHVVDrC3xyztPdRaX5a2,0.0,114.22318009
5423,2021-05-24,14Ngt4akcnVgaoAMxoMqz9rPcP3bYsGbbM,0.0,67.4020873
9316,2021-05-24,1Q6JWart8Xnjx3H6CfmVDQ9DVomJAkgVT3,0.0,5.47e-06
9073,2021-05-24,1Cz1rxpgKTWfJe3YTGf4j7THgcxy1Uz2mJ,0.0,5.47e-06
5200,2021-05-24,18gYq8BpkbcizC4jZ9zyQxo2NBVEQ2p4hM,0.0,54.70399626
9339,2021-05-24,15hvzT5AMTLCNmt2nMkCLgJErQGPVdA9xR,0.0,5.47e-06
5152,2021-05-24,1NSbFq6rCeSC1p2EBrov5R1uUTFRBu8tcs,0.0,34.06652669
8811,2021-05-24,1PrKN9pGDeYYpAkqBf9ENB7Hq5CwUHdVBC,0.0,5.47e-06
5014,2021-05-24,147sPaNaqeyQp8GS2oAUajhb9d4PZ9xAv9,0.0,114.80350062
5564,2021-05-24,1JCozFUFS5TBAAbnrr9jRWDVQURo2kGeRq,0.0,113.45522719
5568,2021-05-24,1JCozFUFS5TBAAbnrr9jRWDVQURo2kGeRq,0.0,24.75383877
9200,2021-05-24,1vCCWy7xXu38tqkgfqFeZQNKmjkNvWEHu,0.0,5.47e-06
4988,2021-05-24,147sPaNaqeyQp8GS2oAUajhb9d4PZ9xAv9,0.0,77.33649693
9114,2021-05-24,1BZVkw1VAxB6KdnLZ9CRPgq9RmANo1AEgW,0.0,5.47e-06
5308,2021-05-24,1NFPNeet3ygvVZtDbxYeLECfs7g7vH8PSV,0.0,114.58284017
5310,2021-05-24,1NFPNeet3ygvVZtDbxYeLECfs7g7vH8PSV,0.0,68.73073938
5376,2021-05-24,16b8LpbDa38xrAQHVVDrC3xyztPdRaX5a2,0.0,54.70399626
5191,2021-05-24,1NSbFq6rCeSC1p2EBrov5R1uUTFRBu8tcs,0.0,113.6940142
8738,2021-05-24,1KP9TQ4fWTaiu8b9epYXoNdD3PwtLBdkmz,0.0,5.47e-06
5277,2021-05-24,1HmiKJMQH4569UMpeGX2QStUfpjx7pBKhW,0.0,93.48953514
9431,2021-05-24,1DxJW2b8nU5d8Z6bLDDfg8ueditTeN2H99,0.0,5.47e-06
9164,2021-05-24,1in8wichDomoDfPw71hq1EvSHiR2B7Q9w,0.0,5.47e-06
5461,2021-05-24,1MJZLeLbsoSf2kuDr5gAX3QE93BvhvqkCC,0.0,53.01719104
9625,2021-05-24,1Kc2kcfS4DpaLA8YHooNYhYUGt7BNznyg9,0.0,5.47e-06
9616,2021-05-24,1LJ42vnbFjMUe5wAq8WdRUPaURqLEvtFXa,0.0,5.47e-06
5220,2021-05-24,18gYq8BpkbcizC4jZ9zyQxo2NBVEQ2p4hM,0.0,114.22318009
5123,2021-05-24,1PjPfocmxS262puhYqUwaagE9zBJTZHGwK,0.0,113.6940142
5105,2021-05-24,1PjPfocmxS262puhYqUwaagE9zBJTZHGwK,0.0,34.06652669
5022,2021-05-24,18QCiLiXhko8pb4rqv3mCtC834tSTWHNij,0.0,15.22489181
5056,2021-05-24,18QCiLiXhko8pb4rqv3mCtC834tSTWHNij,0.0,114.80350062
8944,2021-05-24,1EzoCYJhW9Y2Vc3WyCxATqynp1BJ2FRyfy,0.0,5.47e-06
6290,2021-05-25,1D3mERfHYY2e96HKUZUsXX7HqHkqUFEadv,0.0,109.68443843
7060,2021-05-25,1Gc6ggvqHRRwyyx6rrW9Wn17bqzV7voWvD,0.0,106.2964455
8489,2021-05-25,124ixYbTUb5jBAsY5X9pJfimdc3x1qJSPu,0.0,5.47e-06
7055,2021-05-25,1Gc6ggvqHRRwyyx6rrW9Wn17bqzV7voWvD,0.0,106.2964455
10319,2021-05-25,1FRAuVV8vTTyrBH4kf3XnYqBM2gWG4y3qu,0.0,5.47e-06
6575,2021-05-25,1EF3T11bL7yua2yJo4waaQ3RgewNwRnKMw,0.0,109.66060655
10843,2021-05-25,1H1gu2vFZMnosDQM6r1c572XtfHkCCa4rP,0.0,5.47e-06
10478,2021-05-25,1FZ6prCMqwZvjpBE1ExULw4W9EdZj7uG1K,0.0,5.47e-06
8699,2021-05-25,1AN2EJMCyKn8dcfv8gonihvRPvyYuNUuQP,0.0,5.47e-06
10550,2021-05-25,15tTqLLAEVyvdSZzSwKxaBm5HTKCi2ZyoY,0.0,5.47e-06
9748,2021-05-25,17LuQUKmqgoK2js1TD3EUe1zwMYyrC2pMB,0.0,5.47e-06
6776,2021-05-25,1FUpBduq45UfULPACj1Phw9hRvwroJqYUX,0.0,111.96879609
6858,2021-05-25,1GuLYGgr9FZwCBBQfDmMiJfTF4cvyrJSeu,0.0,106.2964455
8282,2021-05-25,1PPWcRj9k2oRr2uEJUQpmTo293a68tkjTX,0.0,5.47e-06
6585,2021-05-25,1EF3T11bL7yua2yJo4waaQ3RgewNwRnKMw,0.0,107.43940504
9384,2021-05-25,1GGyAfbSoJiAxFWNu5gugjzXmRSSr32cvE,0.0,5.47e-06
6317,2021-05-25,14UeyAD9rQCSJgdJzuzFgShq84gW62Bsat,0.0,13.96667496
10430,2021-05-25,13AQbcVvAqrk3FBBJi6Tjh4TEvSoiMLRPQ,0.0,5.47e-06
11382,2021-05-25,15v562BU8AU35nvN1zWHSzfu8F7Ubwt86V,0.0,5.47e-06
8848,2021-05-25,1GDsWXPNUqKp2AtqRNZuUgzoCChuJfpi6f,0.0,5.47e-06
6797,2021-05-25,1AwimXdGoX8nR9dMagCDMGJQB62GNHgrqM,0.0,45.17524525
6334,2021-05-25,14UeyAD9rQCSJgdJzuzFgShq84gW62Bsat,0.0,59.50444593
6808,2021-05-25,1AwimXdGoX8nR9dMagCDMGJQB62GNHgrqM,0.0,107.03265553
6811,2021-05-25,1AwimXdGoX8nR9dMagCDMGJQB62GNHgrqM,0.0,66.9302194
6270,2021-05-25,1D3mERfHYY2e96HKUZUsXX7HqHkqUFEadv,0.0,88.81038529
6271,2021-05-25,1D3mERfHYY2e96HKUZUsXX7HqHkqUFEadv,0.0,109.68443843
11148,2021-05-25,1BVr3X3jdJjNSBCBNEcwevGJRkgAqkmnvE,0.0,5.47e-06
7076,2021-05-25,1Gc6ggvqHRRwyyx6rrW9Wn17bqzV7voWvD,0.0,31.59487479
10310,2021-05-25,1BvYZzPhX6pwkXa5p8tPa8tv84pTMRXCiA,0.0,5.47e-06
10911,2021-05-25,17QK5BSbATu3zaN1BtLSNDTa9xHuPW1Qvz,0.0,5.47e-06
6848,2021-05-25,1GuLYGgr9FZwCBBQfDmMiJfTF4cvyrJSeu,0.0,83.39327334
6369,2021-05-25,1DDWbJhKqfidczaHF1ugGP2KzPgcaU3tGD,0.0,31.44204233
6749,2021-05-25,1FUpBduq45UfULPACj1Phw9hRvwroJqYUX,0.0,13.6009108
10166,2021-05-25,17UNnvd4d1wXCXxGTajTvBtcFsjW3tiXHq,0.0,5.47e-06
6693,2021-05-25,1Cw9Kyr8hKsucXTtcwuGVqeBHDrnRtXC8D,0.0,107.23084915
6949,2021-05-25,152BK6BQa672Dy8PHf4JQtS27pBRBiYy6e,0.0,98.86679587
6678,2021-05-25,1Cw9Kyr8hKsucXTtcwuGVqeBHDrnRtXC8D,0.0,12.60416658
10225,2021-05-25,1cF7ay2nn9rYRoUzPiEmb1VKjaCkQf8dn,0.0,5.47e-06
6358,2021-05-25,1DDWbJhKqfidczaHF1ugGP2KzPgcaU3tGD,0.0,108.02393449
6335,2021-05-25,14UeyAD9rQCSJgdJzuzFgShq84gW62Bsat,0.0,109.52662025
10618,2021-05-25,1KdS8A1HaNdwai86pVMswMQCdcL5bNNmhu,0.0,5.47e-06
6350,2021-05-25,14UeyAD9rQCSJgdJzuzFgShq84gW62Bsat,0.0,109.68443843
6665,2021-05-25,1Cw9Kyr8hKsucXTtcwuGVqeBHDrnRtXC8D,0.0,107.23084915
643,2021-05-26,3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,0.0,5.47e-06
260,2021-05-26,1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,0.0,5.47e-06
547,2021-05-27,12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,0.0,0.0005
839,2021-05-28,17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,0.0,5.47e-06
4097,2021-05-29,19tiUa9nsPTgaqWNHaM9QyCfv4Wm9dVeYa,0.0,5.47e-06
12557,2021-05-29,1PNkzoSzRgMEZusn62vR4SJsFci18gP46C,0.0,5.47e-06
11752,2021-05-29,3L9hddHJMnpE1qzofQ2TSvMiiMf5ejX1Yw,0.0,5.47e-06
7458,2021-05-29,1BVtDi7txPCG2TH5Crd2Rw5MtpivbmoKgB,0.0,5.47e-06
5135,2021-05-29,1PjPfocmxS262puhYqUwaagE9zBJTZHGwK,0.0,5.47e-06
8879,2021-05-29,1Kq6hXXiSpdp9bg9hDDyqm8ZfvgZmzchjn,0.0,5.47e-06
5021,2021-05-29,18QCiLiXhko8pb4rqv3mCtC834tSTWHNij,0.0,5.47e-06
7704,2021-05-29,1DaCQDfStUgkPQXcf53Teeo6LPiKcVMBM9,0.0,5.47e-06
12870,2021-05-29,17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb,0.0,5.47e-06
10059,2021-05-29,18Hp8j2JMvwtPs1eqNaYEEVvuFpjQJRFVY,0.0,5.47e-06
8552,2021-05-29,1Miy5sJZSamDZN6xcJJidp9zYxhSrpDeJm,0.0,5.47e-06
6149,2021-05-29,1HvZQX9XkFFaNa8d5VpwMcYkyebyp6cCXM,0.0,5.47e-06
10077,2021-05-29,16eb495TbiCRbRbZv4WBdaUvNGxUYJ4jed,0.0,5.47e-06
9008,2021-05-29,18VmXvkF4cgLi35RtMiHHDpvMjUCyVpQ9x,0.0,5.47e-06
8991,2021-05-29,3Pv6S8ZEcQLmXigA694aUZhVmnLUjNzxcc,0.0,5.47e-06
7735,2021-05-29,16Jka2DrvEGGJ6ks2kXRpxmQZLQmAFRoGk,0.0,5.47e-06
5224,2021-05-29,18gYq8BpkbcizC4jZ9zyQxo2NBVEQ2p4hM,0.0,5.47e-06
8507,2021-05-29,17spLhCpZVdQXFz2ZL1aP5gRci6RFVNhrD,0.0,5.47e-06
7787,2021-05-29,1NQEV6T4avmPqUVTvgsKkeB6yc8qnSWfhR,0.0,5.47e-06
4990,2021-05-29,147sPaNaqeyQp8GS2oAUajhb9d4PZ9xAv9,0.0,5.47e-06
7761,2021-05-29,19z6WynrjHeD5MMv6919BuQRwybuen1sRv,0.0,5.47e-06
12915,2021-05-29,1Gn1GzVa88T1X3fdhejyq6jrZs43T24xW6,0.0,5.47e-06
6155,2021-05-29,1FvkWMMH9MDMACHqynrerzduaQ5AjjZKDA,0.0,5.47e-06
5351,2021-05-29,16b8LpbDa38xrAQHVVDrC3xyztPdRaX5a2,0.0,5.47e-06
7848,2021-05-29,12ytiN9oWQTRGb6JjZiaoWMAvF9nPWdGX1,0.0,5.47e-06
9830,2021-05-29,16aEn4p6hK4FMpLtJGpoQZMZ946sDg1Z6n,0.0,5.47e-06
8331,2021-05-29,1BXZng4dcXDnYNRXRgHqWjzT5RwxHHBSHo,0.0,5.47e-06
8358,2021-05-29,1BvNwfxEQwZNRmYQ3eno6e976XyxhCsRXj,0.0,5.47e-06
8321,2021-05-29,1Btud1pqADgGzgBCZzxzc2b1o1ytk1HYWC,0.0,5.47e-06
7845,2021-05-29,1NJQZhzYac89fDhQCmb1khdjekKNVYLFMY,0.0,5.47e-06
13348,2021-05-29,16oKJMcUZkDbq2tXDr9Fm2HwgBAkJPquyU,0.0,5.47e-06
13079,2021-05-29,1PTYXwamXXgQoAhDbmUf98rY2Pg1pYXhin,0.0,5.47e-06
9890,2021-05-29,1MLiPwYjNACQHREFKwGtkPpWgd8PqpbuQ4,0.0,5.47e-06
5193,2021-05-29,1NSbFq6rCeSC1p2EBrov5R1uUTFRBu8tcs,0.0,5.47e-06
5285,2021-05-29,1HmiKJMQH4569UMpeGX2QStUfpjx7pBKhW,0.0,5.47e-06
5638,2021-05-29,1DFv3qVAbravZBZqHmoEphMDtTs2zXPYXk,0.0,5.47e-06
5319,2021-05-29,1NFPNeet3ygvVZtDbxYeLECfs7g7vH8PSV,0.0,5.47e-06
7669,2021-05-29,1ARWCREnmdKyHgNg2c9qih8UzRr4MMQEQS,0.0,5.47e-06
6347,2021-05-29,14UeyAD9rQCSJgdJzuzFgShq84gW62Bsat,0.0,5.47e-06
5671,2021-05-29,19CkUw43czT8yQctnHXNiB5ivNtibWbzqS,0.0,5.47e-06
7596,2021-05-29,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,5.47e-06
4062,2021-05-30,34ovCavdkQgEYbrJk9Q1onhK7uWqq6J7DC,0.0,5.47e-06
468,2021-05-30,12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8Fx,0.0,5.47e-06
3269,2021-05-30,1Ja7G9JJRw8w8WWnMzw7PwYehhiZmhESkC,0.0,5.47e-06
3472,2021-05-30,1JnfbQerGjFHVq28945y1bhoUHpn6vKM9v,0.0,5.47e-06
3401,2021-05-30,1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ,0.0,5.47e-06
2603,2021-05-30,1GcPTDtNXuPghJU5qSGvkPQ99nhWrbQaYR,0.0,5.47e-06
2675,2021-05-30,1GaSQcWg3R98qf5sTWetwjjMh6ehxj25Gp,0.0,5.47e-06
3161,2021-05-30,15TbabdR3FKJMpRxDeEetezWKGJwdGXbTY,0.0,5.47e-06
2782,2021-05-30,1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb,0.0,5.47e-06
3207,2021-05-30,1LuEe5Xkf1eA493SvsKwjPTS9RkW9JV9N2,0.0,5.47e-06
2998,2021-05-30,17wADqWPK8wZfpRmPkauviq2VDBmhm82rM,0.0,5.47e-06
3489,2021-05-30,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,0.0,5.47e-06
3122,2021-05-30,1AfHER73jneZAEAHNiz5dBKnrzeWcMJM5i,0.0,5.47e-06
2835,2021-05-30,12T7nyMrAnd13UAMYCCJZ8Fw7PpMGPRFsi,0.0,5.47e-06
3303,2021-05-30,1CptxmzfRyU2rF3VJ6q8wa2tkh3cm82p9P,0.0,5.47e-06
1062,2021-05-30,1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,0.0,5.47e-06
3334,2021-05-30,1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD,0.0,5.47e-06
2725,2021-05-30,1LjUYdf8mQk9DsrVvuPYeHyJKQq5V1MLsT,0.0,5.47e-06
3068,2021-05-30,1NJdqNoC7uPh7MqQhyEynRn9htstEELZDn,0.0,5.47e-06
2505,2021-05-30,13AiVabLoTcYTdaFcFYtpFFmCFagjiUwE2,0.0,5.47e-06
3607,2021-05-30,14vbdGfYS7UKMvc4334UZDvTMPFA2G7zCB,0.0,5.47e-06
3573,2021-05-30,1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD,0.0,5.47e-06
4565,2021-05-30,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,0.0,5.47e-06
4475,2021-05-30,1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf,0.0,5.47e-06
7100,2021-05-30,1CCqLR8YrUMPFgYZWwLW8FkezbFjfeXD8n,0.0,5.47e-06
4438,2021-05-30,13eEt6myAo1zAC7o7RK5sVxxCNCAgd6ApH,0.0,5.47e-06
2572,2021-05-30,1GBzbXJmcMjnDyTW2yKJFfeXUGicG1zpC4,0.0,5.47e-06
1663,2021-05-30,1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXT,0.0,5.47e-06
4524,2021-05-30,324rP14bzX8kW1JWt1J8ohZjDFyt2G68Kq,0.0,5.47e-06
6723,2021-05-30,1DR93bfKVCUJkDvPuxbUAEtzYRaJEnwjNt,0.0,5.47e-06
5976,2021-06-01,1FY6RL8Ju9b6CGsHTK68yYEcnzUasufyCe,0.0,5.47e-06
6100,2021-06-01,1Lj2mCPJYbbC2X6oYwV6sXnE8CZ4heK5UD,0.0,5.47e-06
2236,2021-06-01,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,5.47e-06
6033,2021-06-01,178E8tYZ5WJ6PpADdpmmZd67Se7uPhJCLX,0.0,5.47e-06
2180,2021-06-01,1P9fAFAsSLRmMu2P7wZ5CXDPRfLSWTy9N8,0.0,5.47e-06
6004,2021-06-01,1MbNM3jwxMjRzeA9xyHbMyePN68MY4Jxb,0.0,5.47e-06
6058,2021-06-01,1BsdDaJtgFZrLfzEXvh6cD4VhtHHSHhMea,0.0,5.47e-06
12051,2021-06-04,16J5dHdRbgoZ9VmLkEGJnk2eLXpQefYJTe,0.0,3733.639123
9255,2021-06-06,1CkLomVgNZnz9ztyoFxL1TLxVgYwDdB8Fz,0.0,5.47e-06
217,2021-06-07,1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtA,0.0,0.00063
11581,2021-06-07,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,0.0,0.0002
4067,2021-06-08,34ovCavdkQgEYbrJk9Q1onhK7uWqq6J7DC,0.0,100.0
629,2021-06-08,3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,0.0,765.0
5421,2021-06-09,14Ngt4akcnVgaoAMxoMqz9rPcP3bYsGbbM,0.0,5.47e-06
11283,2021-06-09,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,5.47e-06
4951,2021-06-09,18SN8PV997oDGtYmTPPD55GDaPtNNEGWeu,0.0,5.47e-06
7923,2021-06-09,12GQSEPmoCiw7zrWJbsYa5SD3hkKPSzyAq,0.0,5.47e-06
13435,2021-06-09,193zge613zys7eSkQYQVd9xubovLN8Sr6j,0.0,5.47e-06
10726,2021-06-09,1JCrPqogEKEpM9fuFQV7LpF9e8cgf3YZ8m,0.0,5.47e-06
6378,2021-06-09,1DDWbJhKqfidczaHF1ugGP2KzPgcaU3tGD,0.0,5.47e-06
6568,2021-06-09,1EF3T11bL7yua2yJo4waaQ3RgewNwRnKMw,0.0,5.47e-06
12058,2021-06-09,1GMFSWQQQhCQyRNQcac9tDKcvqYCuripVs,0.0,5.47e-06
11114,2021-06-09,1GX7i8jG8DD1mG85BNnz7xybVhSmw84Uii,0.0,5.47e-06
12708,2021-06-09,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,5.47e-06
5478,2021-06-09,1MJZLeLbsoSf2kuDr5gAX3QE93BvhvqkCC,0.0,5.47e-06
6264,2021-06-09,1D3mERfHYY2e96HKUZUsXX7HqHkqUFEadv,0.0,5.47e-06
11952,2021-06-09,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,0.0,5.47e-06
6814,2021-06-09,1AwimXdGoX8nR9dMagCDMGJQB62GNHgrqM,0.0,5.47e-06
12135,2021-06-09,18h6Qix8BKR6xJBfhNNrkftPkWT98ggd4R,0.0,5.47e-06
11498,2021-06-09,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,5.47e-06
12687,2021-06-09,385VzfGx8gi89AccnhMynEx7cWWVLREXW6,0.0,5.47e-06
11397,2021-06-09,1eNYBayUb4UfZH1HEBeKZv1eLAB8MuXG7,0.0,5.47e-06
5563,2021-06-09,1JCozFUFS5TBAAbnrr9jRWDVQURo2kGeRq,0.0,5.47e-06
12118,2021-06-09,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,5.47e-06
185,2021-06-11,1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtA,0.0,0.00011982
11715,2021-06-12,1DWB2HajYBcDBuB2iSGzRVaCpcQKEPvCsj,0.0,5.47e-06
11681,2021-06-12,1MPsPzkBK3w8J6CJyAFUkoiSaxTqWRabsk,0.0,5.47e-06
11627,2021-06-12,1ALXLVNj7yKRU2Yki3K3yQGB5TBPof7jyo,0.0,5.47e-06
11426,2021-06-12,1Kn8os2xwTfkJYFAn76Zr1Xa2PuzeRq8G6,0.0,5.47e-06
11595,2021-06-12,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,0.0,5.47e-06
11862,2021-06-12,1812yXzGSekCMvWE477MK9q7PDYcdSNBNT,0.0,5.47e-06
11639,2021-06-12,1LwBdypLh3WPawK1WUqGZXgs4V8neHHqb7,0.0,5.47e-06
