,date,whale_address,sent_amount_btc,received_amount_btc
2229,2010-05-27,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,100.0
11617,2010-07-25,1ALXLVNj7yKRU2Yki3K3yQGB5TBPof7jyo,0.0,4000.0
12715,2010-08-07,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,350.0
12721,2010-08-10,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,50.0
12722,2010-08-11,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,50.0
12730,2010-08-12,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,50.0
12732,2010-08-14,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,50.0
12712,2010-08-15,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,50.0
12707,2010-08-19,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,50.0,0.0
12709,2010-09-05,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,50.0
12725,2010-10-08,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,100.0
12731,2010-10-28,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,2000.0
4542,2010-11-09,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,0.0,6999.0
12744,2011-01-12,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,1000.0
11784,2011-01-13,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,100.0
11797,2011-01-14,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,909.31
11791,2011-01-14,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,555.79
11780,2011-01-14,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,999.0
11766,2011-01-15,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,1300.0
11768,2011-01-15,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,0.02
11785,2011-01-15,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,88.0
11765,2011-01-15,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,10.0
11776,2011-01-15,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,0.5
12717,2011-04-24,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,350.0,0.0
4782,2011-04-24,1AYLzYN7SGu5FQLBTADBzqKm4b6Udt6Bw6,0.0,6511.96
1926,2011-05-04,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,10000.0
11941,2011-05-10,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,0.0,50.34
11642,2011-05-17,1LwBdypLh3WPawK1WUqGZXgs4V8neHHqb7,0.0,4000.0
7698,2011-05-17,1ARWCREnmdKyHgNg2c9qih8UzRr4MMQEQS,0.0,5000.0
4477,2011-05-28,1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf,0.0,1000.0
11930,2011-05-29,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,50.01,0.0
11917,2011-06-02,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,0.0,58.97
4490,2011-06-03,1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf,0.0,6000.0
11935,2011-06-14,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,0.0,27.445
13347,2011-07-29,16oKJMcUZkDbq2tXDr9Fm2HwgBAkJPquyU,0.0,3214.5234
10080,2011-08-08,16eb495TbiCRbRbZv4WBdaUvNGxUYJ4jed,0.0,4322.33
10043,2011-08-08,18Hp8j2JMvwtPs1eqNaYEEVvuFpjQJRFVY,0.0,4333.0
12923,2011-08-08,1Gn1GzVa88T1X3fdhejyq6jrZs43T24xW6,0.0,3248.8
11923,2011-12-26,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,27.445,0.0
11944,2011-12-26,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,50.01,0.0
12119,2013-03-13,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,500.0
8356,2013-04-25,1BvNwfxEQwZNRmYQ3eno6e976XyxhCsRXj,0.0,4881.139
2867,2013-04-25,18zuLTKQnLjp987LdxuYvjekYnNAvXif2b,0.0,8020.7
11128,2013-04-25,1GX7i8jG8DD1mG85BNnz7xybVhSmw84Uii,0.0,4108.8
5717,2013-04-25,1JxmKkNK1b3p7r8DDPtnNmGeLZDcgPadJb,0.0,6315.903
12053,2013-04-25,1GMFSWQQQhCQyRNQcac9tDKcvqYCuripVs,0.0,3674.197
12107,2013-06-15,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,3100.0
8364,2013-08-01,1BvNwfxEQwZNRmYQ3eno6e976XyxhCsRXj,0.0,0.001
5704,2013-08-01,1JxmKkNK1b3p7r8DDPtnNmGeLZDcgPadJb,0.0,0.001
1921,2013-10-13,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,1e-08
1851,2013-10-13,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,1e-08
1934,2013-11-25,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.0001
2237,2013-11-25,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,0.0001
1895,2013-11-26,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.0001
2225,2013-11-26,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,0.0001
1912,2013-12-02,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.0001
1842,2013-12-02,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.0001
5832,2013-12-07,1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs,0.0,4200.0
11276,2013-12-11,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,999.0
11285,2013-12-16,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,550.0
11256,2013-12-16,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,500.0
11266,2013-12-17,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,1000.0
5817,2013-12-18,1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs,0.0,500.0
5838,2013-12-18,1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs,0.0,1500.0
11267,2013-12-19,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,1000.0
8538,2013-12-21,1Miy5sJZSamDZN6xcJJidp9zYxhSrpDeJm,0.0,4791.9999
1847,2013-12-26,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.000269
1899,2013-12-26,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.000269
1936,2014-02-07,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.00777
1864,2014-02-07,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.00777
1548,2014-03-27,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,0.0,5.5e-05
4544,2014-03-27,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,0.0,5.5e-05
2255,2014-03-27,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,5.5e-05
1897,2014-03-27,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,5.5e-05
1834,2014-03-27,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,5.5e-05
7768,2014-04-17,19z6WynrjHeD5MMv6919BuQRwybuen1sRv,0.0,5000.0
7842,2014-04-17,1NJQZhzYac89fDhQCmb1khdjekKNVYLFMY,0.0,5000.0
7795,2014-04-17,1NQEV6T4avmPqUVTvgsKkeB6yc8qnSWfhR,0.0,5000.0
7733,2014-04-17,1DaCQDfStUgkPQXcf53Teeo6LPiKcVMBM9,0.0,5000.0
1858,2014-06-17,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.0001
12747,2014-07-22,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,0.0002
13064,2014-07-22,1PTYXwamXXgQoAhDbmUf98rY2Pg1pYXhin,0.0,0.0002
11616,2014-07-22,1ALXLVNj7yKRU2Yki3K3yQGB5TBPof7jyo,0.0,0.0002
10106,2014-07-22,16eb495TbiCRbRbZv4WBdaUvNGxUYJ4jed,0.0,0.0002
11937,2014-07-22,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,0.0,0.0002
8363,2014-07-22,1BvNwfxEQwZNRmYQ3eno6e976XyxhCsRXj,0.0,0.0002
11259,2014-07-22,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,0.0002
11139,2014-07-22,1GX7i8jG8DD1mG85BNnz7xybVhSmw84Uii,0.0,0.0002
12121,2014-07-22,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,0.0002
12083,2014-07-22,1GMFSWQQQhCQyRNQcac9tDKcvqYCuripVs,0.0,0.0002
10065,2014-07-22,18Hp8j2JMvwtPs1eqNaYEEVvuFpjQJRFVY,0.0,0.0002
13337,2014-07-22,16oKJMcUZkDbq2tXDr9Fm2HwgBAkJPquyU,0.0,0.0002
11668,2014-07-22,1LwBdypLh3WPawK1WUqGZXgs4V8neHHqb7,0.0,0.0002
11764,2014-07-22,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,0.0002
12108,2014-07-22,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,0.0002
12930,2014-07-22,1Gn1GzVa88T1X3fdhejyq6jrZs43T24xW6,0.0,0.0002
8541,2014-07-22,1Miy5sJZSamDZN6xcJJidp9zYxhSrpDeJm,0.0,0.0002
7755,2014-07-30,19z6WynrjHeD5MMv6919BuQRwybuen1sRv,0.0,0.0001
12726,2014-07-30,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,0.0001
1557,2014-07-30,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,0.0,0.0001
8532,2014-07-30,1Miy5sJZSamDZN6xcJJidp9zYxhSrpDeJm,0.0,0.0001
5703,2014-07-30,1JxmKkNK1b3p7r8DDPtnNmGeLZDcgPadJb,0.0,0.0001
2839,2014-07-30,18zuLTKQnLjp987LdxuYvjekYnNAvXif2b,0.0,0.0001
11610,2014-07-30,1ALXLVNj7yKRU2Yki3K3yQGB5TBPof7jyo,0.0,0.0001
7732,2014-07-30,1DaCQDfStUgkPQXcf53Teeo6LPiKcVMBM9,0.0,0.0001
12917,2014-07-30,1Gn1GzVa88T1X3fdhejyq6jrZs43T24xW6,0.0,0.0001
4532,2014-07-30,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,0.0,0.0001
12113,2014-07-30,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,0.0001
13066,2014-07-30,1PTYXwamXXgQoAhDbmUf98rY2Pg1pYXhin,0.0,0.0001
10078,2014-07-30,16eb495TbiCRbRbZv4WBdaUvNGxUYJ4jed,0.0,0.0001
11667,2014-07-30,1LwBdypLh3WPawK1WUqGZXgs4V8neHHqb7,0.0,0.0001
12065,2014-07-30,1GMFSWQQQhCQyRNQcac9tDKcvqYCuripVs,0.0,0.0001
8361,2014-07-30,1BvNwfxEQwZNRmYQ3eno6e976XyxhCsRXj,0.0,0.0001
1871,2014-07-30,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.0001
4454,2014-07-30,1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf,0.0,0.0001
2244,2014-07-30,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,0.0001
7835,2014-07-30,1NJQZhzYac89fDhQCmb1khdjekKNVYLFMY,0.0,0.0001
11119,2014-07-30,1GX7i8jG8DD1mG85BNnz7xybVhSmw84Uii,0.0,0.0001
10046,2014-07-30,18Hp8j2JMvwtPs1eqNaYEEVvuFpjQJRFVY,0.0,0.0001
5841,2014-07-30,1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs,0.0,0.0001
13362,2014-07-30,16oKJMcUZkDbq2tXDr9Fm2HwgBAkJPquyU,0.0,0.0001
7785,2014-07-30,1NQEV6T4avmPqUVTvgsKkeB6yc8qnSWfhR,0.0,0.0001
1909,2014-07-30,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.0001
11762,2014-07-30,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,0.0001
11278,2014-07-30,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,0.0001
3515,2014-07-30,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,0.0,0.0001
11938,2014-07-30,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,0.0,0.0001
7697,2014-07-30,1ARWCREnmdKyHgNg2c9qih8UzRr4MMQEQS,0.0,0.0001
1821,2014-08-30,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,0.0,0.0001
1868,2014-08-30,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.0001
1925,2014-08-30,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.0001
1547,2014-08-30,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,0.0,0.0001
1752,2014-08-30,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,0.0,0.0001
3526,2014-09-06,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,0.0,0.0001
13442,2014-09-06,193zge613zys7eSkQYQVd9xubovLN8Sr6j,0.0,3144.65408805
1766,2014-09-07,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,0.0,1e-05
4551,2014-09-07,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,0.0,1e-05
10067,2014-09-07,18Hp8j2JMvwtPs1eqNaYEEVvuFpjQJRFVY,0.0,1e-05
13342,2014-09-07,16oKJMcUZkDbq2tXDr9Fm2HwgBAkJPquyU,0.0,1e-05
3530,2014-09-07,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,0.0,1e-05
12120,2014-09-07,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,1e-05
12074,2014-09-07,1GMFSWQQQhCQyRNQcac9tDKcvqYCuripVs,0.0,1e-05
1818,2014-09-07,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,0.0,1e-05
7696,2014-09-07,1ARWCREnmdKyHgNg2c9qih8UzRr4MMQEQS,0.0,1e-05
4790,2014-09-07,1AYLzYN7SGu5FQLBTADBzqKm4b6Udt6Bw6,0.0,1e-05
1903,2014-09-07,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,1e-05
12745,2014-09-07,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,1e-05
2860,2014-09-07,18zuLTKQnLjp987LdxuYvjekYnNAvXif2b,0.0,1e-05
11770,2014-09-07,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,1e-05
2223,2014-09-07,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,1e-05
7731,2014-09-07,1DaCQDfStUgkPQXcf53Teeo6LPiKcVMBM9,0.0,1e-05
13077,2014-09-07,1PTYXwamXXgQoAhDbmUf98rY2Pg1pYXhin,0.0,1e-05
1844,2014-09-07,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,1e-05
8540,2014-09-07,1Miy5sJZSamDZN6xcJJidp9zYxhSrpDeJm,0.0,1e-05
7753,2014-09-07,19z6WynrjHeD5MMv6919BuQRwybuen1sRv,0.0,1e-05
11656,2014-09-07,1LwBdypLh3WPawK1WUqGZXgs4V8neHHqb7,0.0,1e-05
11634,2014-09-07,1ALXLVNj7yKRU2Yki3K3yQGB5TBPof7jyo,0.0,1e-05
7816,2014-09-07,1NJQZhzYac89fDhQCmb1khdjekKNVYLFMY,0.0,1e-05
11138,2014-09-07,1GX7i8jG8DD1mG85BNnz7xybVhSmw84Uii,0.0,1e-05
1524,2014-09-07,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,0.0,1e-05
10088,2014-09-07,16eb495TbiCRbRbZv4WBdaUvNGxUYJ4jed,0.0,1e-05
12906,2014-09-07,1Gn1GzVa88T1X3fdhejyq6jrZs43T24xW6,0.0,1e-05
11931,2014-09-07,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,0.0,1e-05
5821,2014-09-07,1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs,0.0,1e-05
8350,2014-09-07,1BvNwfxEQwZNRmYQ3eno6e976XyxhCsRXj,0.0,1e-05
11287,2014-09-07,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,1e-05
13436,2014-09-07,193zge613zys7eSkQYQVd9xubovLN8Sr6j,0.0,1e-05
5707,2014-09-07,1JxmKkNK1b3p7r8DDPtnNmGeLZDcgPadJb,0.0,1e-05
7811,2014-09-07,1NQEV6T4avmPqUVTvgsKkeB6yc8qnSWfhR,0.0,1e-05
4463,2014-09-07,1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf,0.0,1e-05
7639,2014-11-05,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,50.0
7638,2014-11-09,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,25.0,0.0
7637,2014-11-09,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,50.0,0.0
7636,2014-11-09,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,45.0,0.0
7635,2014-11-12,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7634,2014-11-12,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7633,2014-11-17,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7632,2014-11-17,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7631,2014-11-17,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7627,2014-11-20,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7630,2014-11-20,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7629,2014-11-20,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7628,2014-11-20,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,100.0
7623,2014-11-26,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,300.0
7625,2014-11-26,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,150.0
7626,2014-11-26,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,300.0
7624,2014-11-26,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,150.0
11518,2014-12-01,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,100.0
11540,2014-12-05,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,250.0
11525,2014-12-05,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11506,2014-12-05,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11516,2014-12-18,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,100.0
11513,2014-12-18,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,100.0
11526,2014-12-18,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,100.0
11533,2014-12-18,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,100.0
11530,2014-12-18,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,100.0
12102,2014-12-22,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,0.001
11512,2015-01-13,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11529,2015-01-13,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11546,2015-01-13,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11523,2015-01-13,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11522,2015-01-16,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,250.0
11537,2015-01-16,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,250.0
11545,2015-01-16,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,250.0
11503,2015-01-20,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11543,2015-01-20,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11534,2015-01-20,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
11507,2015-01-20,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,200.0
1908,2015-01-28,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.00010003
1555,2015-01-28,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,0.0,0.00010003
1872,2015-01-28,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.00010003
1739,2015-01-28,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,0.0,0.00010003
1810,2015-01-28,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,0.0,0.00010003
1565,2015-02-03,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,0.0,0.0001001
2217,2015-02-03,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,0.0001001
2317,2015-02-03,167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg,0.0,0.0001001
2279,2015-02-03,167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg,0.0,0.0008
2853,2015-02-03,18zuLTKQnLjp987LdxuYvjekYnNAvXif2b,0.0,0.0001001
3506,2015-02-03,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,0.0,0.0001001
2221,2015-03-10,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,0.0001
7814,2015-03-10,1NQEV6T4avmPqUVTvgsKkeB6yc8qnSWfhR,0.0,0.0001
7824,2015-03-10,1NJQZhzYac89fDhQCmb1khdjekKNVYLFMY,0.0,0.0001
12068,2015-03-10,1GMFSWQQQhCQyRNQcac9tDKcvqYCuripVs,0.0,0.0001
12096,2015-03-10,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,0.0001
8351,2015-03-10,1BvNwfxEQwZNRmYQ3eno6e976XyxhCsRXj,0.0,0.0001
11760,2015-03-10,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,0.0001
11115,2015-03-10,1GX7i8jG8DD1mG85BNnz7xybVhSmw84Uii,0.0,0.0001
1919,2015-03-10,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,0.0001
7622,2015-03-10,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,0.0001
2273,2015-03-10,167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg,0.0,0.0001
11925,2015-03-10,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,0.0,0.0001
4784,2015-03-10,1AYLzYN7SGu5FQLBTADBzqKm4b6Udt6Bw6,0.0,0.0001
11608,2015-03-10,1ALXLVNj7yKRU2Yki3K3yQGB5TBPof7jyo,0.0,0.0001
1544,2015-03-10,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,0.0,0.0001
12908,2015-03-10,1Gn1GzVa88T1X3fdhejyq6jrZs43T24xW6,0.0,0.0001
1744,2015-03-10,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,0.0,0.0001
13434,2015-03-10,193zge613zys7eSkQYQVd9xubovLN8Sr6j,0.0,0.0001
10041,2015-03-10,18Hp8j2JMvwtPs1eqNaYEEVvuFpjQJRFVY,0.0,0.0001
5839,2015-03-10,1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs,0.0,0.0001
11265,2015-03-10,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,0.0001
5729,2015-03-10,1JxmKkNK1b3p7r8DDPtnNmGeLZDcgPadJb,0.0,0.0001
1846,2015-03-10,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.0001
7695,2015-03-10,1ARWCREnmdKyHgNg2c9qih8UzRr4MMQEQS,0.0,0.0001
8544,2015-03-10,1Miy5sJZSamDZN6xcJJidp9zYxhSrpDeJm,0.0,0.0001
4478,2015-03-10,1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf,0.0,0.0001
7730,2015-03-10,1DaCQDfStUgkPQXcf53Teeo6LPiKcVMBM9,0.0,0.0001
7757,2015-03-10,19z6WynrjHeD5MMv6919BuQRwybuen1sRv,0.0,0.0001
3487,2015-03-10,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,0.0,0.0001
4538,2015-03-10,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,0.0,0.0001
2843,2015-03-10,18zuLTKQnLjp987LdxuYvjekYnNAvXif2b,0.0,0.0001
11658,2015-03-10,1LwBdypLh3WPawK1WUqGZXgs4V8neHHqb7,0.0,0.0001
1789,2015-03-10,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,0.0,0.0001
11500,2015-03-10,1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S,0.0,0.0001
12734,2015-03-10,1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx,0.0,0.0001
10081,2015-03-10,16eb495TbiCRbRbZv4WBdaUvNGxUYJ4jed,0.0,0.0001
13061,2015-03-10,1PTYXwamXXgQoAhDbmUf98rY2Pg1pYXhin,0.0,0.0001
2858,2015-04-02,18zuLTKQnLjp987LdxuYvjekYnNAvXif2b,0.0,0.0005
1862,2015-04-02,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,0.0005
4501,2015-04-02,1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf,0.0,0.0005
11782,2015-04-02,15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz,0.0,0.0005
12080,2015-04-02,1GMFSWQQQhCQyRNQcac9tDKcvqYCuripVs,0.0,0.0005
7621,2015-04-02,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,0.0,0.0005
7817,2015-04-02,1NJQZhzYac89fDhQCmb1khdjekKNVYLFMY,0.0,0.0005
5833,2015-04-02,1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs,0.0,0.0005
11641,2015-04-02,1LwBdypLh3WPawK1WUqGZXgs4V8neHHqb7,0.0,0.0005
4567,2015-04-02,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,0.0,0.0005
11282,2015-04-02,1N5NqDWiLVqtU8mEzCNEeEbQVHwuGGChJs,0.0,0.0005
7759,2015-04-02,19z6WynrjHeD5MMv6919BuQRwybuen1sRv,0.0,0.0005
2242,2015-04-02,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,0.0,0.0005
11625,2015-04-02,1ALXLVNj7yKRU2Yki3K3yQGB5TBPof7jyo,0.0,0.0005
